name,href,tokenized_text
Alice,/title/tt1461312/,everything know alice adventures wonderland turn upside modern day mini series cast include kathy bates caterina scorsone matt frewer harry dean stanton tim curry rated rated rated rated rated rated rated rated rated rated adventure drama fantasy adventure drama fantasy adventure drama fantasy adventure drama fantasy adventure drama fantasy adventure drama fantasy adventure drama fantasy adventure drama fantasy adventure drama fantasy adventure drama fantasy alice hamilton fiercely independent twenty something watch lover jack chase kidnap drive darkness desperate find jack alice put trust stranger call white rabbit suddenly find side look glass welcome whole new wonderland fairy tale miniseries fantasy world alice wonderland fairy tale miniseries fantasy world alice wonderland fairy tale miniseries fantasy world alice wonderland fairy tale miniseries fantasy world alice wonderland fairy tale miniseries fantasy world alice wonderland fairy tale miniseries fantasy world alice wonderland fairy tale miniseries fantasy world alice wonderland fairy tale miniseries fantasy world alice wonderland fairy tale miniseries fantasy world alice wonderland fairy tale miniseries fantasy world alice wonderland
Red vs. Blue,/title/tt0401747/,halo event 2552 brief violent period civil war among humans two army opposite side canyon reds blues fight worthless piece real estate galaxy tv tv tv tv tv tv tv tv tv tv animation short action animation short action animation short action animation short action animation short action animation short action animation short action animation short action animation short action animation short action distant future two group soldier battle control least desirable piece real estate know universe box canyon middle nowhere parody soldier base video game parody soldier base video game parody soldier base video game parody soldier base video game parody soldier base video game parody soldier base video game parody soldier base video game parody soldier base video game parody soldier base video game parody soldier base video game
Batman: The Brave and the Bold,/title/tt1213218/,updated animated series center caped crusader partner deal fellow superheroes dc comics universe tv y7 fv tv y7 fv tv y7 fv tv y7 fv tv y7 fv tv y7 fv tv y7 fv tv y7 fv tv y7 fv tv y7 fv animation action adventure animation action adventure animation action adventure animation action adventure animation action adventure animation action adventure animation action adventure animation action adventure animation action adventure animation action adventure caped crusader team blue beetle green arrow aquaman countless others quest uphold justice superhero superhero superhero superhero superhero superhero superhero superhero superhero superhero
Jurassic World: Camp Cretaceous,/title/tt10436228/,six teen attend adventure camp opposite side isla nublar must band together survive dinosaur wreak havoc island tv pg tv pg tv pg tv pg tv pg tv pg tv pg tv pg tv pg tv pg animation action adventure animation action adventure animation action adventure animation action adventure animation action adventure animation action adventure animation action adventure animation action adventure animation action adventure animation action adventure six teens attend adventure camp opposite side isla nublar must band together survive dinosaur wreak havoc island discover side island tyrannosaurus rex giant monster dinosaur base movie camp cretaceous jurrassic world tyrannosaurus rex giant monster dinosaur base movie camp cretaceous jurrassic world tyrannosaurus rex giant monster dinosaur base movie camp cretaceous jurrassic world tyrannosaurus rex giant monster dinosaur base movie camp cretaceous jurrassic world tyrannosaurus rex giant monster dinosaur base movie camp cretaceous jurrassic world tyrannosaurus rex giant monster dinosaur base movie camp cretaceous jurrassic world tyrannosaurus rex giant monster dinosaur base movie camp cretaceous jurrassic world tyrannosaurus rex giant monster dinosaur base movie camp cretaceous jurrassic world tyrannosaurus rex giant monster dinosaur base movie camp cretaceous jurrassic world tyrannosaurus rex giant monster dinosaur base movie camp cretaceous jurrassic world
The Triangle,/title/tt0452573/,shipping magnate hire four expert various field investigate happen ship go miss bermuda triangle team discover threat might unravel time cause world end rated rated rated rated rated rated rated rated rated rated action adventure drama action adventure drama action adventure drama action adventure drama action adventure drama action adventure drama action adventure drama action adventure drama action adventure drama action adventure drama shipping magnate hire four expert various field investigate happen ship go miss bermuda triangle team discover threat might unravel time cause world end bermuda triangle nothing stay lose forever experiment bermuda triangle disappearance miniseries experiment bermuda triangle disappearance miniseries experiment bermuda triangle disappearance miniseries experiment bermuda triangle disappearance miniseries experiment bermuda triangle disappearance miniseries experiment bermuda triangle disappearance miniseries experiment bermuda triangle disappearance miniseries experiment bermuda triangle disappearance miniseries experiment bermuda triangle disappearance miniseries experiment bermuda triangle disappearance miniseries
Going Postal,/title/tt1219817/,con artist con take job postmaster general ankh morpork post office tv 14 tv 14 tv 14 tv 14 tv 14 tv 14 tv 14 tv 14 tv 14 tv 14 adventure comedy fantasy adventure comedy fantasy adventure comedy fantasy adventure comedy fantasy adventure comedy fantasy adventure comedy fantasy adventure comedy fantasy adventure comedy fantasy adventure comedy fantasy adventure comedy fantasy moist von lipwig con man particular talent utterly unremarkable execution stay terry pratchett remarkable discworld must work debt society land head postman things always seem soon lipwig deliver mail life tale love revenge stamps base novel book con man postman miniseries steampunk mail fantasy world post office golem base novel book con man postman miniseries steampunk mail fantasy world post office golem base novel book con man postman miniseries steampunk mail fantasy world post office golem base novel book con man postman miniseries steampunk mail fantasy world post office golem base novel book con man postman miniseries steampunk mail fantasy world post office golem base novel book con man postman miniseries steampunk mail fantasy world post office golem base novel book con man postman miniseries steampunk mail fantasy world post office golem base novel book con man postman miniseries steampunk mail fantasy world post office golem base novel book con man postman miniseries steampunk mail fantasy world post office golem base novel book con man postman miniseries steampunk mail fantasy world post office golem
Helstrom,/title/tt10266874/,daimon ana helstrom son daughter mysterious powerful serial killer sibling complicated dynamic track terrorize bad humanity attitude skills tv tv tv tv tv tv tv tv tv tv action adventure drama action adventure drama action adventure drama action adventure drama action adventure drama action adventure drama action adventure drama action adventure drama action adventure drama action adventure drama daimon ana helstrom son daughter mysterious powerful serial killer sibling complicated dynamic track terrorize bad humanity attitude skills every family demons supernatural base comic demon marvel cinematic universe mcu supernatural base comic demon marvel cinematic universe mcu supernatural base comic demon marvel cinematic universe mcu supernatural base comic demon marvel cinematic universe mcu supernatural base comic demon marvel cinematic universe mcu supernatural base comic demon marvel cinematic universe mcu supernatural base comic demon marvel cinematic universe mcu supernatural base comic demon marvel cinematic universe mcu supernatural base comic demon marvel cinematic universe mcu supernatural base comic demon marvel cinematic universe mcu
Spawn,/title/tt0118475/,betray murder employer government trained assassin resurrect hellspawn force act reluctant leader hell army tv tv tv tv tv tv tv tv tv tv animation action adventure animation action adventure animation action adventure animation action adventure animation action adventure animation action adventure animation action adventure animation action adventure animation action adventure animation action adventure todd mcfarlane spawn animated television series air hbo 1997 1999 also release dvd film series base spawn comic series image comics nominate win emmy 1999 outstanding animation program unrelated series title spawn animation production since 2009 keith david reprise role titular character like comic book series feature graphic violence sexual scenes extensive use profanity todd mcfarlane spawn rank 5th ign list greatest comic book cartoons time superhero cartoon hell demon mature vigilantism spawn 1990s superhero cartoon hell demon mature vigilantism spawn 1990s superhero cartoon hell demon mature vigilantism spawn 1990s superhero cartoon hell demon mature vigilantism spawn 1990s superhero cartoon hell demon mature vigilantism spawn 1990s superhero cartoon hell demon mature vigilantism spawn 1990s superhero cartoon hell demon mature vigilantism spawn 1990s superhero cartoon hell demon mature vigilantism spawn 1990s superhero cartoon hell demon mature vigilantism spawn 1990s superhero cartoon hell demon mature vigilantism spawn 1990s
Remington Steele,/title/tt0083470/,case female private detective partner former thief assume role fictitious detective business tv pg tv pg tv pg tv pg tv pg tv pg tv pg tv pg tv pg tv pg action adventure comedy action adventure comedy action adventure comedy action adventure comedy action adventure comedy action adventure comedy action adventure comedy action adventure comedy action adventure comedy action adventure comedy laura holt licensed private detective open detective agency find potential client refuse hire woman however qualified solve problem laura invent fictitious male superior name remington steele series event unfold first episode license steele former thief con man whose real name never revealed assume identity remington steele behind scenes laura remain firmly charge con man sexism private investigator private detective detective agency con man sexism private investigator private detective detective agency con man sexism private investigator private detective detective agency con man sexism private investigator private detective detective agency con man sexism private investigator private detective detective agency con man sexism private investigator private detective detective agency con man sexism private investigator private detective detective agency con man sexism private investigator private detective detective agency con man sexism private investigator private detective detective agency con man sexism private investigator private detective detective agency
Voltron: Legendary Defender,/title/tt5580664/,five teenager become last line defense galaxy intergalactic battle evil alien force lead king zarkon tv y7 fv tv y7 fv tv y7 fv tv y7 fv tv y7 fv tv y7 fv tv y7 fv tv y7 fv tv y7 fv tv y7 fv animation action adventure animation action adventure animation action adventure animation action adventure animation action adventure animation action adventure animation action adventure animation action adventure animation action adventure animation action adventure five unlikely teenage hero flying robot lion unite form megapowerful voltron defend universe evil robot anime robot anime robot anime robot anime robot anime robot anime robot anime robot anime robot anime robot anime
Ben 10: Ultimate Alien,/title/tt1622696/,secret identity reveal world ben tennyson continue fight evil superhero help newly acquire ultimatrix tv y7 tv y7 tv y7 tv y7 tv y7 tv y7 tv y7 tv y7 tv y7 tv y7 animation action adventure animation action adventure animation action adventure animation action adventure animation action adventure animation action adventure animation action adventure animation action adventure animation action adventure animation action adventure secret identity reveal world ben tennyson continue fight evil superhero help newly acquire ultimatrix
Wonder Woman,/title/tt0074074/,adventure great female superheroes tv g tv g tv g tv g tv g tv g tv g tv g tv g tv g action adventure fantasy action adventure fantasy action adventure fantasy action adventure fantasy action adventure fantasy action adventure fantasy action adventure fantasy action adventure fantasy action adventure fantasy action adventure fantasy strength hercules wisdom athena speed mercury beauty aphrodite shes wonder woman beautiful amazon princess wonder woman travel 1940s america disguise diana prince assistant handsome trouble prone major steve trevor using golden belt imbue astonishing strength bullet deflecting bracelets golden lasso dispel dishonesty invisible supersonic plane wonder woman combat evil land myth world turmoil strong woman superhero base comic super power strong woman superhero base comic super power strong woman superhero base comic super power strong woman superhero base comic super power strong woman superhero base comic super power strong woman superhero base comic super power strong woman superhero base comic super power strong woman superhero base comic super power strong woman superhero base comic super power strong woman superhero base comic super power
Extraordinary,/title/tt14531842/,jen self aware young woman live world everybody except superpower tv tv tv tv tv tv tv tv tv tv action adventure comedy action adventure comedy action adventure comedy action adventure comedy action adventure comedy action adventure comedy action adventure comedy action adventure comedy action adventure comedy action adventure comedy world everyone develop power 18th birthday jen turn 25 still wait get adrift big confusing world arm nothing bit hope lot desperation jen begin journey find maybe superpower might discover joy kind ok everyone superpower except superhero super power young adult superhero super power young adult superhero super power young adult superhero super power young adult superhero super power young adult superhero super power young adult superhero super power young adult superhero super power young adult superhero super power young adult superhero super power young adult
Is It Wrong to Try to Pick Up Girls in a Dungeon?,/title/tt4728568/,city orario adventurer hunt monster place call dungeon bell cranel life save swordswoman become source bell determination get stronger tv 14 tv 14 tv 14 tv 14 tv 14 tv 14 tv 14 tv 14 tv 14 tv 14 animation action adventure animation action adventure animation action adventure animation action adventure animation action adventure animation action adventure animation action adventure animation action adventure animation action adventure animation action adventure world deity descend heaven lie town orario feature dungeon contain assortment monster goblin dragons adventurers slay monster take shards use craft magic items become adventurer people join group call familia name serve resident deity adventurer attribute ability rank level improve experience supervise familia deity bell cranel novice adventurer sole member familia goddess hestia save top level adventurer ais wallenstein loki familia fall love decide improve become worthy attention mostly unaware girls deity mortals also develop feeling especially hestia friendship monster base novel book elves magic mythology harem romance goddess dungeon gods adventurer personal growth anime deity friendship monster base novel book elves magic mythology harem romance goddess dungeon gods adventurer personal growth anime deity friendship monster base novel book elves magic mythology harem romance goddess dungeon gods adventurer personal growth anime deity friendship monster base novel book elves magic mythology harem romance goddess dungeon gods adventurer personal growth anime deity friendship monster base novel book elves magic mythology harem romance goddess dungeon gods adventurer personal growth anime deity friendship monster base novel book elves magic mythology harem romance goddess dungeon gods adventurer personal growth anime deity friendship monster base novel book elves magic mythology harem romance goddess dungeon gods adventurer personal growth anime deity friendship monster base novel book elves magic mythology harem romance goddess dungeon gods adventurer personal growth anime deity friendship monster base novel book elves magic mythology harem romance goddess dungeon gods adventurer personal growth anime deity friendship monster base novel book elves magic mythology harem romance goddess dungeon gods adventurer personal growth anime deity
Goof Troop,/title/tt0103428/,classic disney character goofy single father raise son max spoonerville pete frequent antagonist old cartoons live next door family tv tv tv tv tv tv tv tv tv tv animation adventure comedy animation adventure comedy animation adventure comedy animation adventure comedy animation adventure comedy animation adventure comedy animation adventure comedy animation adventure comedy animation adventure comedy animation adventure comedy goofy single father raise son max spoonerville happens goofy max end move next door goofy high school friend pete family pete son pj max become best friend practically everything together
Deadliest Catch,/title/tt0446809/,documentary series chronicle real life high sea adventure alaskan crab fishermen deadly profession world tv pg tv pg tv pg tv pg tv pg tv pg tv pg tv pg tv pg tv pg documentary adventure reality tv documentary adventure reality tv documentary adventure reality tv documentary adventure reality tv documentary adventure reality tv documentary adventure reality tv documentary adventure reality tv documentary adventure reality tv documentary adventure reality tv documentary adventure reality tv forty foot waves 700 pound crab pots freeze temperature mortality star faceit day work modern day prospectors episode watch crew race meet quota make home safely alaska crab fishing bering strait alaska crab fishing bering strait alaska crab fishing bering strait alaska crab fishing bering strait alaska crab fishing bering strait alaska crab fishing bering strait alaska crab fishing bering strait alaska crab fishing bering strait alaska crab fishing bering strait alaska crab fishing bering strait
"The Adventures of Brisco County, Jr.",/title/tt0105932/,bounty hunter rid old west fight bad guys many futuristic type gadgets tv 14 tv 14 tv 14 tv 14 tv 14 tv 14 tv 14 tv 14 tv 14 tv 14 action adventure comedy action adventure comedy action adventure comedy action adventure comedy action adventure comedy action adventure comedy action adventure comedy action adventure comedy action adventure comedy action adventure comedy tough rawhide cowpoke debonair ladies man harvard educated smarty britches roams frisco jalisco pursuit outlaw kill father search mysterious orb possess world powers hot lead cool anachronism await brisco sidekick include comet intellectual equine know horse fight justice way way way west smile meet new hero
The Cuphead Show!,/title/tt10611608/,follow misadventure impulsive cuphead cautious persuadable brother mugman animated series base hit video game tv y7 tv y7 tv y7 tv y7 tv y7 tv y7 tv y7 tv y7 tv y7 tv y7 animation short action animation short action animation short action animation short action animation short action animation short action animation short action animation short action animation short action animation short action follow misadventure impulsive cuphead cautious persuadable brother mugman animated series base hit video game sibling relationship slapstick comedy base video game sibling relationship slapstick comedy base video game sibling relationship slapstick comedy base video game sibling relationship slapstick comedy base video game sibling relationship slapstick comedy base video game sibling relationship slapstick comedy base video game sibling relationship slapstick comedy base video game sibling relationship slapstick comedy base video game sibling relationship slapstick comedy base video game sibling relationship slapstick comedy base video game
V: The Final Battle,/title/tt0086823/,small group human resistance fighter fight desperate guerilla war genocidal extra terrestrials dominate earth tv 14 tv 14 tv 14 tv 14 tv 14 tv 14 tv 14 tv 14 tv 14 tv 14 action adventure sci fi action adventure sci fi action adventure sci fi action adventure sci fi action adventure sci fi action adventure sci fi action adventure sci fi action adventure sci fi action adventure sci fi action adventure sci fi life finally know beause alien spacecraft humanlike passenger come earth say come peace food water water find reservoirs food find walk everywhere two legs sequel alien miniseries alien invasion sequel alien miniseries alien invasion sequel alien miniseries alien invasion sequel alien miniseries alien invasion sequel alien miniseries alien invasion sequel alien miniseries alien invasion sequel alien miniseries alien invasion sequel alien miniseries alien invasion sequel alien miniseries alien invasion sequel alien miniseries alien invasion
Johnny Test,/title/tt0454349/,adventure average suburban boy johnny test wittingly play test subject genius twin sisters various experiments reluctantly fight evil villain process tv y7 tv y7 tv y7 tv y7 tv y7 tv y7 tv y7 tv y7 tv y7 tv y7 animation action adventure animation action adventure animation action adventure animation action adventure animation action adventure animation action adventure animation action adventure animation action adventure animation action adventure animation action adventure young johnny gung ho full courage johnny brainiac twin sisters susan mary use johnny guinea pig outrageous scientific experiments dream johnny long genetically engineer super dog dukey come along
Space: 1999,/title/tt0072564/,crew moonbase alpha must struggle survive massive explosion throw moon orbit deep space tv 14 tv 14 tv 14 tv 14 tv 14 tv 14 tv 14 tv 14 tv 14 tv 14 adventure drama sci fi adventure drama sci fi adventure drama sci fi adventure drama sci fi adventure drama sci fi adventure drama sci fi adventure drama sci fi adventure drama sci fi adventure drama sci fi adventure drama sci fi crew moonbase alpha must struggle survive massive explosion throw moon orbit deep space future moon moon landing space moon base space exploration live moon future moon moon landing space moon base space exploration live moon future moon moon landing space moon base space exploration live moon future moon moon landing space moon base space exploration live moon future moon moon landing space moon base space exploration live moon future moon moon landing space moon base space exploration live moon future moon moon landing space moon base space exploration live moon future moon moon landing space moon base space exploration live moon future moon moon landing space moon base space exploration live moon future moon moon landing space moon base space exploration live moon
Panic,/title/tt10344410/,one know invent panic first began forgotten rural town carp texas game way every summer graduating senior risk life compete series challenge force confront deep fear chance win life changing money anyone play one win let game begin tv 14 tv 14 tv 14 tv 14 tv 14 tv 14 tv 14 tv 14 tv 14 tv 14 adventure crime drama adventure crime drama adventure crime drama adventure crime drama adventure crime drama adventure crime drama adventure crime drama adventure crime drama adventure crime drama adventure crime drama forgotten town carp texas panic way every summer graduating senior risk life compete series challenge chance win life changing money death two player stakesand dangerhave never higher let game begin
Hunter x Hunter,/title/tt0426719/,history gon freecs boy leave home alone become hunter hard test gon meet leorio kurapika killua tv pg tv pg tv pg tv pg tv pg tv pg tv pg tv pg tv pg tv pg animation action adventure animation action adventure animation action adventure animation action adventure animation action adventure animation action adventure animation action adventure animation action adventure animation action adventure animation action adventure gon freecss discover father always tell dead actually alive whole time ging famous hunter individual prove themself elite member humanity gon becomes determine follow father footsteps pass rigorous hunter examination friendship martial arts assassin virtual reality training revenge organize crime tournament base manga fighting super power death match fantasy world shounen anime friendship martial arts assassin virtual reality training revenge organize crime tournament base manga fighting super power death match fantasy world shounen anime friendship martial arts assassin virtual reality training revenge organize crime tournament base manga fighting super power death match fantasy world shounen anime friendship martial arts assassin virtual reality training revenge organize crime tournament base manga fighting super power death match fantasy world shounen anime friendship martial arts assassin virtual reality training revenge organize crime tournament base manga fighting super power death match fantasy world shounen anime friendship martial arts assassin virtual reality training revenge organize crime tournament base manga fighting super power death match fantasy world shounen anime friendship martial arts assassin virtual reality training revenge organize crime tournament base manga fighting super power death match fantasy world shounen anime friendship martial arts assassin virtual reality training revenge organize crime tournament base manga fighting super power death match fantasy world shounen anime friendship martial arts assassin virtual reality training revenge organize crime tournament base manga fighting super power death match fantasy world shounen anime friendship martial arts assassin virtual reality training revenge organize crime tournament base manga fighting super power death match fantasy world shounen anime
The Outpost,/title/tt7612548/,talon lone survivor blackbloods set track family killers discover supernatural powers must learn harness tv 14 tv 14 tv 14 tv 14 tv 14 tv 14 tv 14 tv 14 tv 14 tv 14 action adventure drama action adventure drama action adventure drama action adventure drama action adventure drama action adventure drama action adventure drama action adventure drama action adventure drama action adventure drama talon lone survivor race call blackbloods set edge civilisation track family killers journey discover supernatural power must learn harness order achieve goals warrior rises legend unfolds rebellion super power outpost sword sorcery rebellion super power outpost sword sorcery rebellion super power outpost sword sorcery rebellion super power outpost sword sorcery rebellion super power outpost sword sorcery rebellion super power outpost sword sorcery rebellion super power outpost sword sorcery rebellion super power outpost sword sorcery rebellion super power outpost sword sorcery rebellion super power outpost sword sorcery
AJ and the Queen,/title/tt8404094/,ruby red luck drag queen travel across america develop unlikely sidekick name aj tv 14 tv 14 tv 14 tv 14 tv 14 tv 14 tv 14 tv 14 tv 14 tv 14 adventure comedy drama adventure comedy drama adventure comedy drama adventure comedy drama adventure comedy drama adventure comedy drama adventure comedy drama adventure comedy drama adventure comedy drama adventure comedy drama travel across country run rv drag queen ruby red discover unlikely sidekick aj tough talking 10 year old stowaway friendship drag queen road trip road recreational vehicle drag drag show father daughter relationship friendship drag queen road trip road recreational vehicle drag drag show father daughter relationship friendship drag queen road trip road recreational vehicle drag drag show father daughter relationship friendship drag queen road trip road recreational vehicle drag drag show father daughter relationship friendship drag queen road trip road recreational vehicle drag drag show father daughter relationship friendship drag queen road trip road recreational vehicle drag drag show father daughter relationship friendship drag queen road trip road recreational vehicle drag drag show father daughter relationship friendship drag queen road trip road recreational vehicle drag drag show father daughter relationship friendship drag queen road trip road recreational vehicle drag drag show father daughter relationship friendship drag queen road trip road recreational vehicle drag drag show father daughter relationship
Tron: Uprising,/title/tt1812523/,computer world grid young program join tron fight world tyranny tv y7 tv y7 tv y7 tv y7 tv y7 tv y7 tv y7 tv y7 tv y7 tv y7 animation action adventure animation action adventure animation action adventure animation action adventure animation action adventure animation action adventure animation action adventure animation action adventure animation action adventure animation action adventure taking place time tron tron legacy tron uprising tell story beck young program become skillful leader revolution inside computer world grid virtual reality technology revolution uprising base movie virtual reality technology revolution uprising base movie virtual reality technology revolution uprising base movie virtual reality technology revolution uprising base movie virtual reality technology revolution uprising base movie virtual reality technology revolution uprising base movie virtual reality technology revolution uprising base movie virtual reality technology revolution uprising base movie virtual reality technology revolution uprising base movie virtual reality technology revolution uprising base movie
Goblin Slayer,/title/tt8690728/,fantasy world lone hero make living exterminate goblin encounters one day meet friend life begin become intense tv tv tv tv tv tv tv tv tv tv animation action adventure animation action adventure animation action adventure animation action adventure animation action adventure animation action adventure animation action adventure animation action adventure animation action adventure animation action adventure goblins know ferocity cunning rapid reproduction reputation lowly monster cause threat overlook adventurer turn blind eye favor rewarding assignment large bounties young priestess form first adventuring party almost immediately find distress goblin slayer come rescuea man dedicate life extermination goblins mean necessary holder prestigious silver rank goblin slayer allow accompany assist adventurer guild goblin related matters together priestess high elf dwarf lizard man armored warrior rest every single goblin frontier land eradicate good let anyone roll dice rape base novel book elves magic gore religion torture demon dungeon dark fantasy goblin seinen anime rape base novel book elves magic gore religion torture demon dungeon dark fantasy goblin seinen anime rape base novel book elves magic gore religion torture demon dungeon dark fantasy goblin seinen anime rape base novel book elves magic gore religion torture demon dungeon dark fantasy goblin seinen anime rape base novel book elves magic gore religion torture demon dungeon dark fantasy goblin seinen anime rape base novel book elves magic gore religion torture demon dungeon dark fantasy goblin seinen anime rape base novel book elves magic gore religion torture demon dungeon dark fantasy goblin seinen anime rape base novel book elves magic gore religion torture demon dungeon dark fantasy goblin seinen anime rape base novel book elves magic gore religion torture demon dungeon dark fantasy goblin seinen anime rape base novel book elves magic gore religion torture demon dungeon dark fantasy goblin seinen anime
To Your Eternity,/title/tt12063450/,lonely boy wander arctic region north america meet wolf two become fast friends depend survive harsh environment boy history wolf meet eye well tv tv tv tv tv tv tv tv tv tv animation adventure drama animation adventure drama animation adventure drama animation adventure drama animation adventure drama animation adventure drama animation adventure drama animation adventure drama animation adventure drama animation adventure drama beginning orb cast unto earth two things change form thing stimulate come back life death morphs orb rock wolf finally boy roam like newborn know nothing boy become fushi encounter human kindness fushi gain survival skills grow person journey darken inexplicable destructive enemy nokker well cruel parting people loves friendship suffering immortality mutation philosophy transformation supernatural reincarnation survival tragedy base manga multiple identities evolution fantasy world lose relationship eternity shounen anime emotions eternal life time skip memories friendship suffering immortality mutation philosophy transformation supernatural reincarnation survival tragedy base manga multiple identities evolution fantasy world lose relationship eternity shounen anime emotions eternal life time skip memories friendship suffering immortality mutation philosophy transformation supernatural reincarnation survival tragedy base manga multiple identities evolution fantasy world lose relationship eternity shounen anime emotions eternal life time skip memories friendship suffering immortality mutation philosophy transformation supernatural reincarnation survival tragedy base manga multiple identities evolution fantasy world lose relationship eternity shounen anime emotions eternal life time skip memories friendship suffering immortality mutation philosophy transformation supernatural reincarnation survival tragedy base manga multiple identities evolution fantasy world lose relationship eternity shounen anime emotions eternal life time skip memories friendship suffering immortality mutation philosophy transformation supernatural reincarnation survival tragedy base manga multiple identities evolution fantasy world lose relationship eternity shounen anime emotions eternal life time skip memories friendship suffering immortality mutation philosophy transformation supernatural reincarnation survival tragedy base manga multiple identities evolution fantasy world lose relationship eternity shounen anime emotions eternal life time skip memories friendship suffering immortality mutation philosophy transformation supernatural reincarnation survival tragedy base manga multiple identities evolution fantasy world lose relationship eternity shounen anime emotions eternal life time skip memories friendship suffering immortality mutation philosophy transformation supernatural reincarnation survival tragedy base manga multiple identities evolution fantasy world lose relationship eternity shounen anime emotions eternal life time skip memories friendship suffering immortality mutation philosophy transformation supernatural reincarnation survival tragedy base manga multiple identities evolution fantasy world lose relationship eternity shounen anime emotions eternal life time skip memories
Infinity Train,/title/tt8146754/,various people find mysterious train endless number cars one universe must find way get home animated anthology series tv pg tv pg tv pg tv pg tv pg tv pg tv pg tv pg tv pg tv pg animation action adventure animation action adventure animation action adventure animation action adventure animation action adventure animation action adventure animation action adventure animation action adventure animation action adventure animation action adventure passengers board mysterious infinity train must explore series endless car contain unique world puzzle solve order unravel mystery train within open doorway home anthology anthology anthology anthology anthology anthology anthology anthology anthology anthology
Fantasy Island,/title/tt0077008/,mysterious mr roarke run unique resort island pacific ocean fulfill fantasy rarely turn expected tv g tv g tv g tv g tv g tv g tv g tv g tv g tv g adventure family fantasy adventure family fantasy adventure family fantasy adventure family fantasy adventure family fantasy adventure family fantasy adventure family fantasy adventure family fantasy adventure family fantasy adventure family fantasy magical island host mr roarke tattoo weekly guest learn valuable life lesson pursuit fulfil dreams dream fulfil expected
Fate/stay night [Unlimited Blade Works],/title/tt3621796/,group seven mages get choose become master seven class heroic spirits order fight win holy grail tv 14 tv 14 tv 14 tv 14 tv 14 tv 14 tv 14 tv 14 tv 14 tv 14 animation action adventure animation action adventure animation action adventure animation action adventure animation action adventure animation action adventure animation action adventure animation action adventure animation action adventure animation action adventure holy grail war battle royale among seven magi serve masters masters use command seal give enter war command heroic spirits know servants fight battle fifth holy grail war rin tohsaka among magi enter competition servant archer hop obtain ultimate prizethe holy grail magical artifact capable grant wielder wish one rin classmates shirou emiya accidentally enter competition end command servant know saber find face mutual enemies rin shirou decide form temporary alliance challenge opponent holy grail war magic character study anime base visual novel magic character study anime base visual novel magic character study anime base visual novel magic character study anime base visual novel magic character study anime base visual novel magic character study anime base visual novel magic character study anime base visual novel magic character study anime base visual novel magic character study anime base visual novel magic character study anime base visual novel
Beast Wars: Transformers,/title/tt0115108/,transformers war continue old time new generation pliocenic earth heroic maximals evil predacons battle survival violent planet tv y7 tv y7 tv y7 tv y7 tv y7 tv y7 tv y7 tv y7 tv y7 tv y7 animation action adventure animation action adventure animation action adventure animation action adventure animation action adventure animation action adventure animation action adventure animation action adventure animation action adventure animation action adventure two spaceships one man benevolent maximals evil predacons crash land pre humanoid planet en route earth crew assume indigenous animal form protect overabundance natural energy transform robot battle thus beast wars begun base toy dinosaur base toy dinosaur base toy dinosaur base toy dinosaur base toy dinosaur base toy dinosaur base toy dinosaur base toy dinosaur base toy dinosaur base toy dinosaur
Freakazoid!,/title/tt0111970/,washington c new defender freakazoid comedy insanity never stop around one weird hero series good nice tub good things tv g tv g tv g tv g tv g tv g tv g tv g tv g tv g animation short action animation short action animation short action animation short action animation short action animation short action animation short action animation short action animation short action animation short action adventure freakazoid manic insane superhero battle array super villains superhero computer nerd teen superhero bizarre comedy superhero computer nerd teen superhero bizarre comedy superhero computer nerd teen superhero bizarre comedy superhero computer nerd teen superhero bizarre comedy superhero computer nerd teen superhero bizarre comedy superhero computer nerd teen superhero bizarre comedy superhero computer nerd teen superhero bizarre comedy superhero computer nerd teen superhero bizarre comedy superhero computer nerd teen superhero bizarre comedy superhero computer nerd teen superhero bizarre comedy
Lost in Space,/title/tt0058824/,space colony family struggle survive spy accidental stowaway throw ship hopelessly course tv g tv g tv g tv g tv g tv g tv g tv g tv g tv g adventure comedy family adventure comedy family adventure comedy family adventure comedy family adventure comedy family adventure comedy family adventure comedy family adventure comedy family adventure comedy family adventure comedy family space family robinson send five year mission find new planet colonise voyage sabotage time inept stowaway dr zachary smith family spaceship jupiter ii also carry friendly robot endure endless stream abuse dr smith trusted companion young robinson space colony family struggle survive ship hopelessly throw course future spacecraft space alien planet future spacecraft space alien planet future spacecraft space alien planet future spacecraft space alien planet future spacecraft space alien planet future spacecraft space alien planet future spacecraft space alien planet future spacecraft space alien planet future spacecraft space alien planet future spacecraft space alien planet
Lexx,/title/tt0115243/,group disparate fugitive interplanetary tyranny find control massively powerful starship r r r r r r r r r r action adventure comedy action adventure comedy action adventure comedy action adventure comedy action adventure comedy action adventure comedy action adventure comedy action adventure comedy action adventure comedy action adventure comedy time prophet predict kai would one destroy divine order league 20 000 planets someday happen today today cowardly security guard undead assassin female body design sex robot head madly love make crew spaceship lexx powerful weapon two universes android spacecraft alien outlaw space fugitive parallel universe android spacecraft alien outlaw space fugitive parallel universe android spacecraft alien outlaw space fugitive parallel universe android spacecraft alien outlaw space fugitive parallel universe android spacecraft alien outlaw space fugitive parallel universe android spacecraft alien outlaw space fugitive parallel universe android spacecraft alien outlaw space fugitive parallel universe android spacecraft alien outlaw space fugitive parallel universe android spacecraft alien outlaw space fugitive parallel universe android spacecraft alien outlaw space fugitive parallel universe
